Machine ID,File Path,Parent Process,Decision,File Name,User,Sha256
BCF2047D-874A-579F-8E65-396AB4CBE498,/Users/ariel/Library/Caches/pypoetry/virtualenvs/researcher-ai-agno-EJr0MZu_-py3.13/bin,make,ALLOW_UNKNOWN,ruff,ariel,b7977225ec13b371d01e5da788125ecada8868bcb6bc05d307e493ae90fb4141
BCF2047D-874A-579F-8E65-396AB4CBE498,/opt/homebrew/Cellar/python@3.14/3.14.2/Frameworks/Python.framework/Versions/3.14/bin,make,ALLOW_UNKNOWN,python3.14,ariel,2cbb3ee843d8abcf93ed35bb9102391f18eefccb03d47908547bd8db67bc395c
163D22D7-8D8A-56DD-8F05-F23CCABBB388,/private/tmp/onefile_40364_1767705650_659689,koi.security.mdm.sh,ALLOW_UNKNOWN,mdm.bin,root,32e2cbb9ad75d4e6e4ba363d4a799a1470f92563e55518326f680dcf30cde53a
5F9EDA11-82AB-50E8-BAFA-23704D2743C7,/Applications/Docker.app/Contents/Resources/bin,Cursor Helper (Plugin),ALLOW_UNKNOWN,docker-credential-desktop,amit-turner,1cc48fb54a3a5c79f2043aece6f308ec979ef82dc56bd65d114d96a8345c1be5
5F9EDA11-82AB-50E8-BAFA-23704D2743C7,/Users/amit-turner/GitHub/Koi/node_modules/@esbuild/darwin-arm64/bin,node,ALLOW_UNKNOWN,esbuild,amit-turner,119d97f14c5234bb77099951e37a2fd94851b712fd07183a9abf8f73b8e8a206
512AF8DF-54FB-54D9-91DF-F500F127AC3D,/opt/homebrew/Caskroom/claude-code/2.0.58,claude,ALLOW_UNKNOWN,claude,nettazohar,aefd8d6c94a2477b3c5d9609bb0ab1103a60cba2ffbaede3b35509a9a76a9b4d
512AF8DF-54FB-54D9-91DF-F500F127AC3D,/Applications/Figma.app/Contents/Frameworks/Figma Helper (Renderer).app/Contents/MacOS,Figma,ALLOW_UNKNOWN,Figma Helper (Renderer),nettazohar,7a2efa2499d805fb883a67e379b551c4931e2339b363081f4a97aa743ca63eab
163D22D7-8D8A-56DD-8F05-F23CCABBB388,/Applications/DataGrip.app/Contents/jbr/Contents/Home/bin,datagrip,ALLOW_UNKNOWN,java,edeneliel,540b6afcbbb87e0214642afbcd897a7d79dd2c0ea158eeec8a71259e88bfe426
163D22D7-8D8A-56DD-8F05-F23CCABBB388,/Applications/DataGrip.app/Contents/jbr/Contents/Home/lib,datagrip,ALLOW_UNKNOWN,jspawnhelper,edeneliel,1624da2d56fc75ae80c5a429d4ba3c2b50633c7a7ce66c68f41fb368a75ebce7
163D22D7-8D8A-56DD-8F05-F23CCABBB388,/private/tmp/onefile_36056_1767704737_980124,koi.security.mdm.sh,ALLOW_UNKNOWN,mdm.bin,root,32e2cbb9ad75d4e6e4ba363d4a799a1470f92563e55518326f680dcf30cde53a
512AF8DF-54FB-54D9-91DF-F500F127AC3D,/Applications/zoom.us.app/Contents/Library/LaunchAgents/ZoomUpdater.app/Contents/MacOS,launchd,ALLOW_UNKNOWN,ZoomUpdater,nettazohar,fcbd84ce2c5d07db840143b1c49676b308e03d953fc0cd6e77eb18413b4b3ab2
163D22D7-8D8A-56DD-8F05-F23CCABBB388,/private/tmp/onefile_28883_1767703826_84534,koi.security.mdm.sh,ALLOW_UNKNOWN,mdm.bin,root,32e2cbb9ad75d4e6e4ba363d4a799a1470f92563e55518326f680dcf30cde53a
512AF8DF-54FB-54D9-91DF-F500F127AC3D,/Applications/AltTab.app/Contents/MacOS,launchd,ALLOW_UNKNOWN,AltTab,nettazohar,23c0dd9d12b19f5e66f1a03f4a672adc6ba7c24ab7056572fafc49fb5ec41ba8
163D22D7-8D8A-56DD-8F05-F23CCABBB388,/private/tmp/onefile_20478_1767702913_786394,koi.security.mdm.sh,ALLOW_UNKNOWN,mdm.bin,root,32e2cbb9ad75d4e6e4ba363d4a799a1470f92563e55518326f680dcf30cde53a
F15BF346-4295-5CF0-B616-E428EF5CC7E0,/Applications/GitButler.app/Contents/MacOS,git,ALLOW_UNKNOWN,gitbutler-git-setsid,danielk,4cf91c542a218d363f8caae4fdcb31028baf38e1dd9ae81697b6b680ff65ba3d
F15BF346-4295-5CF0-B616-E428EF5CC7E0,/private/var/folders/j8/5t8wgwt12z96s9wg2d92pqlc0000gn/T/AppTranslocation/528F260E-DC90-4682-B9ED-EC4C642754BC/d/GitButler.app/Contents/MacOS,launchd,ALLOW_UNKNOWN,gitbutler-tauri,danielk,7343629b2a6fc6c76aac052f919a3b5220595b2db5524d2e8471ea0e315dede4
F15BF346-4295-5CF0-B616-E428EF5CC7E0,/opt/homebrew/Caskroom/claude-code/2.0.28,gitbutler-tauri,ALLOW_UNKNOWN,claude,danielk,3acdb3e12c84d1871d69a4da12144d3ccbcb67fe4df1370800b31ba37d8c904b
